title,sku_id,Variant_id,Variant,category,sub_category
Nilgiri's Toned Milk Curd Pouch,5c8021eb74cf3c4c87268d4e,5c8021eb74cf3c4c87268d4f,400 Gms,Breakfast & Dairy,Dairy
Snickers Chocolate Bar,5bd2cefb73cdab713587739c,5bfc00a17f2d4634fed78e18,50 Gms,Chocolates & Ice-Cream,Bar Chocolates
Tata Crystal Salt,5be2940148e1c43d79561c9c,5be2940148e1c43d79561c9d,1 Kg,Provisions,"Salt, Sugar & Jaggery"
Ching's Schezwan Chutney,5bc87ae10d298a283c297164,5bc87ae10d298a283c297165,250 Gms,Condiments,Pickles & Chutneys
Cadbury Dairy Milk Chocolate,5bc87ae10d298a283c29708b,5bc87ae10d298a283c297091,13.2 Gms,Chocolates & Ice-Cream,Bar Chocolates
Banana - Elaichi,5bffa3317978096c909f651a,5bffa3317978096c909f651b,500 Gms,Fresh Fruits,"Banana, Guava, Sapota"
Round Bottle Gourd,5c80d9cad8b2f755a2d43f4b,5c80d9cad8b2f755a2d43f4d,500 Gms,Fresh Vegetables,"Gourds, Pumpkins, Drumsticks"
Amul Full Cream Milk,5d1086d7c9e8386c3c5197d3,5d1086d7c9e8386c3c5197d4,500 Ml,Breakfast & Dairy,Milk
Beans Cluster,5d3fe24447ddec28ec5550bd,5d3fe24447ddec28ec5550c0,250 Gms,Fresh Vegetables,"Beans, Brinjals, Okra"
Amul Masti Dahi,5c0562cfaead9d72d28f846c,5c2f432d870efa7d317e7a6b,500 Ml,Breakfast & Dairy,Dairy
Britannia Milk Bikis Biscuits,5bf85867269a0f1dd3c37192,5c3f6b877d95600ff27b94be,150 Gms,Snacks & Frozen Food,Biscuit & Cookies
Lemon,5c0e70078d92d07fdfc24815,5e9d4f308a2f62581fd1947f,5 Pcs,Fresh Herbs and Seasoning,"Chilli, Lemon, Garlic and Ginger"
Parwal,5c0e70078d92d07fdfc2482f,5c0e70078d92d07fdfc24832,250 Gms,Fresh Vegetables,"Gourds, Pumpkins, Drumsticks"
Britannia Whole Wheat Brown Bread,5bc87ae10d298a283c29702f,5c5d75b31ddbbf1242f3568e,300 Gms,Breakfast & Dairy,Bread & Buns
Coccinia,5c0e70078d92d07fdfc247cd,5c0e70078d92d07fdfc247cf,500 Gms,Fresh Vegetables,"Gourds, Pumpkins, Drumsticks"
Mallika Mango,5c790174d661476ccea6356b,5c790174d661476ccea6356c,1 Kg,Fresh Fruits,Mangoes
Onion,5e1775ee8ce3d220b9f99150,5e1775ee8ce3d220b9f99151,1 Kg,Offers,Others
Baby Potato,5c790174d661476ccea63583,5c790174d661476ccea63585,500 Gms,Fresh Vegetables,"Potatoes, Onions, Tomatoes"
Garlic,5c0e790f8d92d07fdfd9df0a,5cdad86c8ebff75be21aa4a2,200 Gms,Fresh Herbs and Seasoning,"Chilli, Lemon, Garlic and Ginger"
Capsicum - Red/Yellow,5bd323493cd51519e9354077,5c9b7732275f537fd4c335ad,250 Gms,Fresh Vegetables,Cucumber & Capsicum
Jaggery,5d8dde8765f00056fc338f9c,5d8dde8765f00056fc338f9e,500 Gms,Provisions,"Salt, Sugar & Jaggery"
Snickers Chocolate Bar,5bf84bcf269a0f1dd3c36186,5bf84bcf269a0f1dd3c36187,50 Gms,Chocolates & Treats,Bar Chocolates
Bitter Gourd,5c6e7d63019ca52990d5b959,5c6e7d63019ca52990d5b95a,1 Kg,Fresh Vegetables,"Gourds, Pumpkins, Drumsticks"
Carrot - ooty,5bd323493cd51519e9354080,5d941e673256f4212f296580,250 Gms,Fresh Vegetables,Root Vegetables
Beetroot,5bd323493cd51519e935405c,5bd323493cd51519e935405e,500 Gms,Fresh Vegetables,Root Vegetables
Britannia Good Day Choco Chips Biscuit,5bc87ae10d298a283c296fc3,5bc87ae10d298a283c296fc4,100 Gms,Snacks & Frozen Food,Biscuit & Cookies
Nilgiris Whole Wheat Brown Bread,5c10168166f5461aad363031,5c10168166f5461aad363032,400 Gms,Breakfast & Dairy,Bread & Buns
Haldiram Salted Peanut,5bc87ae20d298a283c2977d9,5c5840df3f840216daf47893,150 Gms,Snacks & Frozen Food,Snacks
Papaya - Nati,5bd323493cd51519e9354012,5bd323493cd51519e9354014,500 Gms,Fresh Fruits,"Papaya, Pineapple, Pomegranate"
Thotapuri Mango,5bd323493cd51519e9354003,5bd323493cd51519e9354004,1 Kg,Fresh Fruits,Mangoes
Banana,5d40335347ddec28ec5637fd,5d80a9051118d273be280582,6 Pcs,Fresh Fruits,"Banana, Guava, Sapota"
Britannia Fruit Bread,5bc87ae10d298a283c296fab,5bc87ae10d298a283c296fac,200 Gms,Breakfast & Dairy,Bread & Buns
Washington Apple,5c0916970ac44c06a6f15e0d,5c6aa4518fb99d1012236a66,1 Kg,Fresh Fruits,"Apples, Pears, Plums"
Amul Garlic And Herb Butter,5bc87ae10d298a283c296e4a,5bc87ae10d298a283c296e4b,100 Gms,Breakfast & Dairy,Dairy
Best Plus Eggs,5c92524f4b987a3b6752e785,5c92524f4b987a3b6752e786,12 Pcs,Breakfast & Dairy,Egg
Curry leaves,5c6e8df1019ca52990de25ef,5c6e8df1019ca52990de25f0,Whole Bunch,Greens,Others
Brinjal Long,5c0e790f8d92d07fdfd9dee0,5c0e790f8d92d07fdfd9dee2,500 Gms,Fresh Vegetables,"Beans, Brinjals, Okra"
White Raddish,5cefaade497d855ddac1da5a,5d3967fc47ddec28ec4fccfd,500 Gms,Fresh Vegetables,Root Vegetables
Kwality Walls Feast Chocolate Hardcore Ice cream,5bf85868269a0f1dd3c375d5,5bf85868269a0f1dd3c375d6,70 Ml,Chocolates & Ice-Cream,Ice Cream & Popsicle
Classic Ice Burst,5ec370e6cc8e66769b6514b4,5ec370e6cc8e66769b6514b6,Pack of 20,Paan,Others
ID Fresh Natural Paneer,5d1b56d51727ab3d82bc7d7c,5d1b56d51727ab3d82bc7d7d,200 Gms,Breakfast & Dairy,Dairy
Amul Masti Dahi,5c0562cfaead9d72d28f846c,5ca1aee78b726658110fd601,400 Gms,Breakfast & Dairy,Dairy
Small Onion,5c80d9cbd8b2f755a2d4408f,5c80d9cbd8b2f755a2d44092,250 Gms,Fresh Vegetables,"Potatoes, Onions, Tomatoes"
Beans Cluster,5d3fe24447ddec28ec5550bd,5d3fe24447ddec28ec5550bf,500 Gms,Fresh Vegetables,"Beans, Brinjals, Okra"
ACT II Magic Butter Popcorn,5bf85868269a0f1dd3c37c45,5bf85868269a0f1dd3c37c46,30 Gms,Snacks & Frozen Food,Popcorn
Aashirvaad Multigrain Atta,5c029b4e08e0144a1a409b3c,5c029b4e08e0144a1a409b3e,1 Kg,Provisions,Atta & Flour
Nandini Good Life Milk Tetra Pack,5bc87ae20d298a283c297c7b,5c33634e870efa7d3180c466,200 Ml,Breakfast & Dairy,Milk
Schweppes Ginger Ale Drink,5bf85867269a0f1dd3c37133,5bf85867269a0f1dd3c37134,300 Ml,Beverages,Flavoured Refreshments
Daily Fresh Brown Bread,5c641d4005cd737dd26b7c0e,5c641d4005cd737dd26b7c0f,400 Gms,Breakfast & Dairy,Bread & Buns
Indian Cucumber,5eaab2ef26231127095a1487,5eaab2ef26231127095a1488,500 Gms,Fresh Vegetables,Cucumber & Capsicum
Eveready Aa Battery Cell,5bc87ae10d298a283c2974c2,5bc87ae10d298a283c2974c3,1 Pc,Cleaning & Household,Battery & Bulbs
Britannia 100% Whole Wheat Bread,5ea1bd6fa4dc6c2f8f7ca6a4,5ea1bd6fa4dc6c2f8f7ca6a5,450 Gms,Breakfast & Dairy,Bread & Buns
Vim Bar,5bdc71036cb2d102bff80711,5bdc71036cb2d102bff80713,125 Gms,Cleaning & Household,Dishwash
Basil Leaves,5c0e70078d92d07fdfc24794,5e1c43a38ce3d220b9faa751,Whole Bunch,Fresh Herbs and Seasoning,Indian Herbs
Tomato Hybrid,5c0916970ac44c06a6f15e97,5c6aa3d48fb99d1012232a17,500 Gms,Fresh Vegetables,"Potatoes, Onions, Tomatoes"
Amul Premium Dahi,5bf85868269a0f1dd3c3757f,5bf85868269a0f1dd3c37580,400 Gms,Breakfast & Dairy,Dairy
Milky Mist Cheese Slices,5bd2cefa73cdab713587671d,5bd2cefa73cdab7135876720,100 Gms,Breakfast & Dairy,Dairy
Cadbury Dairy Milk Chocolate,5cf7e55268a10a796d978e97,5cf7e55268a10a796d978e99,25 Gms,Chocolates & Ice-Cream,Bar Chocolates
Milky Mist Paneer,5bc87ae20d298a283c297bad,5be9397c3a40350e5cba62ab,500 Gms,Breakfast & Dairy,Dairy
Pringles Sour Cream and Onion Chips,5bd2cefb73cdab7135876f9a,5bd2cefb73cdab7135876f9b,110 Gms,Snacks & Frozen Food,Chips & Crisps
English Oven Brown Bread,5bf85867269a0f1dd3c36c8b,5bf85867269a0f1dd3c36c8c,400 Gms,Breakfast & Dairy,Bread & Buns
Motas Cheese Flavored Potato Chips,5d89b0b7f3e9af377e64f996,5d89b0b7f3e9af377e64f997,200 Gms,Snacks & Frozen Food,Chips & Crisps
Britannia Fruity Fun Barcake,5bf85867269a0f1dd3c36ccd,5bf85867269a0f1dd3c36ccf,60 Gms,Snacks & Frozen Food,Snacks
Fortune Rice Bran Health Oil Poly Pack,5bc87ae10d298a283c2975bc,5bc87ae10d298a283c2975bd,1 Ltr,Provisions,Oils & Ghee
Kwality Ladi Pav Bun,5d10ebabc9e8386c3c528762,5d5f97164fce012c1d0426cf,300 Gms,Breakfast & Dairy,Bread & Buns
Spinach Leaves / Palak,5c6e8a23019ca52990db7022,5c6e8a23019ca52990db7023,Whole Bunch,Greens,Others
Moong Dal,5c135ae66994164bc9f7fdf5,5c135ae66994164bc9f7fdf7,500 Gms,Provisions,Pulses
Amul Butter,5bc87ae10d298a283c296e1f,5c2f5fce870efa7d31dc349b,200 Gms,Breakfast & Dairy,Dairy
Cadbury Dairy Milk Silk Chocolate,5bc87ae10d298a283c2970b6,5bc87ae10d298a283c2970b8,150 Gms,Chocolates & Ice-Cream,Bar Chocolates
Coca Cola Pet Bottle,5c029b4e08e0144a1a409b47,5c029b4e08e0144a1a409b4d,250 Ml,Beverages,Soft Drinks
Britannia Good Day Cashew Cookies,5bc87ae10d298a283c296fb5,5bc87ae10d298a283c296fb9,60 Gms,Snacks & Frozen Food,Biscuit & Cookies
Pringles Original Chips,5bc87ae20d298a283c2981c0,5be1bb3948e1c43d79561be5,110 Gms,Snacks & Frozen Food,Chips & Crisps
Suguna Shakti Eggs,5c73e1ef2066a44f4a7d73cb,5c73e1ef2066a44f4a7d73cc,6 Eggs,Breakfast & Dairy,Egg
Everest Tikhalal Chilli Powder,5bc87ae10d298a283c297514,5bc87ae10d298a283c297516,100 Gms,Provisions,Masala & Spices
Haldirams All in One Namkeen,5bd2cefa73cdab7135875d94,5be935843a40350e5cba4c57,150 Gms,Snacks & Frozen Food,Snacks
Ivy Gourd,5c752ba35c7bd457068c809d,5d6e09404fce012c1d0fee0a,250 Gms,Fresh Vegetables,"Gourds, Pumpkins, Drumsticks"
Banana / Yellaki,5bd323493cd51519e9353fbe,5c6d2fd3f6924f1e6f6b6afc,250 Gms,Fresh Fruits,"Banana, Guava, Sapota"
Lays Magic Masala Potato Chips,5bc87ae20d298a283c297a4c,5bed7b6650b84c6c6dc90518,52 Gms,Best Sellers,Others
Coca Cola Can,5bd2cef973cdab7135875501,5bd2cef973cdab7135875502,300 Ml,Beverages,Soft Drinks
Watermelon,5c264106bbc7ac725f513919,5da83a601a9c2b2a92fd3de0,3 Kgs,Fresh Fruits,Melon
Sprite Can,5bd2cefb73cdab713587742b,5bd2cefb73cdab713587742c,300 Ml,Beverages,Soft Drinks
Ooty Carrot,5c0916970ac44c06a6f15e3d,5c0916970ac44c06a6f15e3e,250 Gms,Fresh Vegetables,Root Vegetables
Parle G Biscuit,5bc87ae20d298a283c297fa1,5be93bc03a40350e5cba7899,140 Gms,Snacks & Frozen Food,Biscuit & Cookies
Milkmade Pav,5c34de72870efa7d31c4c5c7,5c34de72870efa7d31c4c5c8,300 Gms,Breakfast & Dairy,Bread & Buns
Banana,5c6e8ba1019ca52990dcabcd,5c6e8ba1019ca52990dcabcf,500 Gms,Fresh Fruits,"Banana, Guava, Sapota"
Milky Mist Blueberry Fruit Yogurt,5be2940148e1c43d79561cbe,5be2940148e1c43d79561cbf,100 Gms,Breakfast & Dairy,Dairy
Butter Fruit,5cc83faf13f1917fbe4ba669,5cc83faf13f1917fbe4ba66a,500 Gms,Fresh Fruits,Exotic Fruits
Sweet Corn,5bd323493cd51519e93540ec,5d6e093f4fce012c1d0fe66a,1 Pack,Fresh Vegetables,"Peas, Corn, Mushrooms"
English Cucumber,5c790174d661476ccea6353f,5c790174d661476ccea63541,500 Gms,Fresh Vegetables,Cucumber & Capsicum
Big Brinjal,5c5a82a781387e38487334b8,5c5a82a781387e38487334b9,1 Kg,Fresh Vegetables,"Beans, Brinjals, Okra"
Amla,5c0e790f8d92d07fdfd9debc,5c0e790f8d92d07fdfd9debe,500 Gms,Fresh Herbs and Seasoning,Indian Herbs
Basmati Rice,5d161a14fd74cb140bb99ba5,5d161a14fd74cb140bb99ba6,1 Kg,Provisions,Rice & Grains
Classic Mild,5bec0c50ab11ff462a6c9b3e,5bec0c50ab11ff462a6c9b40,Pack of 10,Paan,Others
Lays Spanish Tomato Tango Chips,5bfe623d726eb61f4312a5ed,5bfe623d726eb61f4312a5f0,25 Gms,Snacks & Frozen Food,Chips & Crisps
Appy Apple Flavor Fizz Drink,5bc87ae10d298a283c296ea8,5bc87ae10d298a283c296ea9,600 Ml,Beverages,Fruit Juice & Drinks
Britannia Fruit Cake,5bd2cef973cdab713587520a,5bd2cef973cdab713587520b,55 Gms,Snacks & Frozen Food,Snacks
Cherry Tomato,5c80d9cad8b2f755a2d43f6c,5d6e093f4fce012c1d0fe92e,1 Pack,Fresh Vegetables,"Potatoes, Onions, Tomatoes"
Banana / Yellaki,5bd323493cd51519e9353fbe,5d6e093f4fce012c1d0fe814,12 Pcs,Fresh Fruits,"Banana, Guava, Sapota"
Snake Gourd,5c0e70078d92d07fdfc24857,5c0e70078d92d07fdfc2485a,250 Gms,Fresh Vegetables,"Gourds, Pumpkins, Drumsticks"
Amul Cheese Cubes,5bc87ae10d298a283c296e2c,5bc87ae10d298a283c296e2d,1 Pc,Breakfast & Dairy,Dairy
Coriander Leaves,5ec6a44709032b1da3831542,5ec6a44709032b1da3831543,100 Gms,Fresh Herbs and Seasoning,Indian Herbs
Modern Sandwich Bread,5d76270e4bf1844dbc4ec989,5d76270e4bf1844dbc4ec98b,400 Gms,Breakfast & Dairy,Bread & Buns
Sabudana,5c282c2ff7e98871f4f8c193,5d160598fd74cb140bb91a4a,500 Gms,Provisions,Rice & Grains
Nestle A+ Nourished Toned Milk,5c021de929a128442cdc3a65,5c021de929a128442cdc3a66,1 Ltr,Breakfast & Dairy,Milk
KPN Toor Dal,5cae072a850c55677a212b66,5cae072a850c55677a212b67,1 Kg,Provisions,Pulses
Wibs Bread,5d10ebabc9e8386c3c528766,5d10ebabc9e8386c3c528767,400 Gms,Breakfast & Dairy,Bread & Buns
Samrat Maida,5c3f462f9036890fdcb937a0,5c3f462f9036890fdcb937a1,500 Gms,Provisions,Atta & Flour
Kurkure Masala Munch,5bdc77826cb2d102bff8316f,5ca1cf2aa827f26f071f78bd,90 Gms,Snacks & Frozen Food,Chips & Crisps
Kurkure Masala Munch Crisps,5d76270f4bf1844dbc4ecb39,5d76270f4bf1844dbc4ecb3a,90 Gms,Snacks & Frozen Food,Chips & Crisps
Drumstick,5bd323493cd51519e935409e,5bd323493cd51519e93540a0,500 Gms,Fresh Vegetables,"Gourds, Pumpkins, Drumsticks"
Spencers 100% Whole Wheat Bread,5d27178c9e1975027f8eade2,5d27178c9e1975027f8eade3,450 Gms,Breakfast & Dairy,Bread & Buns
Cornitos Sizzling Jalapeno Nacho Crisps,5bd2cef973cdab713587558f,5bd2cef973cdab7135875591,60 Gms,Snacks & Frozen Food,Chips & Crisps
Nandini GoodLife Toned Milk,5d20669ea2e3f626d827b96e,5d20669ea2e3f626d827b96f,500 ML,Breakfast & Dairy,Milk
Nilgiris Natural Curd Set,5c10168166f5461aad36308a,5c10168166f5461aad36308c,400 Gms,Breakfast & Dairy,Dairy
Amul Gold Full Cream Milk,5c0562cfaead9d72d28f844e,5c0562cfaead9d72d28f844f,500 Ml,Breakfast & Dairy,Milk
Milky Mist Premium Fresh Paneer,5e26df2b6d925b5346947abe,5e26df2b6d925b5346947abf,200 Gms,Breakfast & Dairy,Dairy
Bingo Yumitos Chilli Chips,5bdc77826cb2d102bff8316c,5bdc77826cb2d102bff8316e,30 Gms,Snacks & Frozen Food,Chips & Crisps
Mosambi,5c0916970ac44c06a6f15e01,5d6e093e4fce012c1d0fe127,6 Pcs,Fresh Fruits,"Oranges, Mosambi"
Spencers Brown Bread,5caca394850c55677a1eb43d,5caca394850c55677a1eb43e,400 Gms,Breakfast & Dairy,Bread & Buns
Madhur Pure & Hygienic Sugar,5d70ad1065c99e6d6ffe08f1,5d70ad1065c99e6d6ffe08f3,1 Kg,Provisions,"Salt, Sugar & Jaggery"
Green Methi - Big,5cc83faf13f1917fbe4ba639,5cc83faf13f1917fbe4ba63a,1 Bunch,Fresh Herbs and Seasoning,Indian Herbs
Raw Banana,5c0e75068d92d07fdfcf7469,5d6e093e4fce012c1d0fe3dd,1 Pc,Fresh Fruits,"Banana, Guava, Sapota"
Tropicana Litchi Delight Juice,5cae072a850c55677a212b6b,5cae072a850c55677a212b6c,1 Ltr,Beverages,Fruit Juice & Drinks
Marlboro Gold Light,5c6d5bd5a6ad42274c52082f,5c6d5bd5a6ad42274c520831,Pack of 10,Paan,Others
Amul Fresh Paneer,5d76270f4bf1844dbc4ecbd8,5d76270f4bf1844dbc4ecbd9,200 Gms,Breakfast & Dairy,Dairy
Benson & Hedges Lights,5c9a2a27275f537fd4933cba,5d0caec9c9e8386c3c505732,Pack of 20,Paan,Others
Everest Coriander Powder,5be591cb3832916b18314f88,5c076b2540e1d24f92cc2c12,100 Gms,Provisions,Masala & Spices
Amul Full Cream Milk,5c1b459d0b8b7c78ab1c000c,5c1b459d0b8b7c78ab1c000d,500 Ml,Best Sellers,Others
Brinjal Black,5cff6d9968a10a796d9ac7c1,5cff70d168a10a796d9ae3c7,500 Gms,Fresh Vegetables,"Beans, Brinjals, Okra"
Classic Ultra Milds,5bec0c50ab11ff462a6c9b41,5bec0c50ab11ff462a6c9b43,Pack of 10,Paan,Others
Banana Nenthiran,5cc83faf13f1917fbe4ba660,5cc83faf13f1917fbe4ba662,500 Gms,Fresh Fruits,"Banana, Guava, Sapota"
Britannia Sandwich Bread,5bc87ae10d298a283c297008,5cee489c497d855ddabfde88,600 Gms,Breakfast & Dairy,Bread & Buns
Aashirvaad Whole Wheat Atta,5cae072a850c55677a212a65,5cae072a850c55677a212a66,5 Kgs,Provisions,Atta & Flour
Kissan Mixed Fruit Jam Bottle,5bd2cefa73cdab713587627d,5bd2cefa73cdab713587627f,200 Gms,Condiments,Jams
Baby Potato,5c790174d661476ccea63583,5c790174d661476ccea63584,1 Kg,Fresh Vegetables,"Potatoes, Onions, Tomatoes"
Brinjal Bottle Shaped,5c0e75068d92d07fdfcf7415,5c0e75068d92d07fdfcf7416,1 Kg,Fresh Vegetables,"Beans, Brinjals, Okra"
Cadbury Oreo Chocolate Cream Biscuit,5bc87ae20d298a283c297e5e,5bc87ae20d298a283c297e62,58.8 Gms,Snacks & Frozen Food,Biscuit & Cookies
Amul Fresh Cream,5bdc60d46fb16a6f086b378a,5bdc60d46fb16a6f086b378b,250 Ml,Breakfast & Dairy,Dairy
Bingo Salted Potato Chips,5bf85869269a0f1dd3c37de3,5bf85869269a0f1dd3c37de4,22 Gms,Snacks & Frozen Food,Chips & Crisps
Aavin Cooking Butter,5d7a08e41118d273be1d0abc,5dc4084ca815fb646eb337b2,500 Gms,Breakfast & Dairy,Dairy
Thums Up Pet Bottle,5bd2cefb73cdab71358776c4,5bed79e950b84c6c6dc90498,750 Ml,Best Sellers,Others
Fresh Iceberg Lettuce,5c28381cf7e98871f42dc330,5c6a97528fb99d10122208ca,500 Gms,Fresh Herbs and Seasoning,Indian Herbs
Mountain Dew Pet Bottle,5bdc77826cb2d102bff83161,5c052a50ec065c6ab669fe20,750 Ml,Beverages,Soft Drinks
Sweet Lime Fresh,5c264106bbc7ac725f51393b,5c264106bbc7ac725f51393d,500 Gms,Fresh Fruits,"Oranges, Mosambi"
Cadbury Dairy Milk Chocolate,5bc87ae10d298a283c29708b,5bc87ae10d298a283c29708c,72 Gms,Chocolates & Ice-Cream,Bar Chocolates
Nendran Banana,5d2c2b729e1975027f936db1,5d2c2b729e1975027f936db2,1 Kg,Fresh Fruits,"Banana, Guava, Sapota"
Red Capsicum,5d0b2fadca1e4b6347da61e7,5d394efc47ddec28ec4f823a,500 Gms,Fresh Vegetables,Cucumber & Capsicum
Classic Mild,5ec370e6cc8e66769b6514c4,5ec370e6cc8e66769b6514c6,Pack of 20,Paan,Others
Red Capsicum,5d0b2fadca1e4b6347da61e7,5d31837a9e1975027fa2c28f,250 Gms,Fresh Vegetables,Cucumber & Capsicum
Karachi Bakery Fruit Biscuits,5c77d29c004a9e6c32e6c49f,5c94d05619f24c1bbda75254,400 Gms,Snacks & Frozen Food,Biscuit & Cookies
Britannia Marie Gold Biscuit,5bc87ae10d298a283c296fd8,5cfa0d2568a10a796d99417c,250 Gms,Snacks & Frozen Food,Biscuit & Cookies
Lays Spanish Tomato Tango Chips,5bfe623d726eb61f4312a5ed,5bfe623d726eb61f4312a5ee,90 Gms,Snacks & Frozen Food,Chips & Crisps
Gowardhan Rich n Thick Dahi,5ced3d90497d855ddabda9f3,5ced3d90497d855ddabda9f4,400 Gms,Breakfast & Dairy,Dairy
Marlboro Fuse Beyond,5c6d5bd5a6ad42274c520840,5c6d5bd5a6ad42274c520841,Pack of 20,Paan,Others
Paper Boat Coconut Water,5bc87ae20d298a283c297f09,5bc87ae20d298a283c297f0a,200 Ml,Beverages,Fruit Juice & Drinks
Beans,5bd323493cd51519e9354039,5bd323493cd51519e935403b,500 Gms,Fresh Vegetables,"Beans, Brinjals, Okra"
Cadbury Oreo Vanilla Cream Biscuit,5bd2cefb73cdab7135876ce9,5cc8468613f1917fbe4c2500,50 Gms,Snacks & Frozen Food,Biscuit & Cookies
Everest Kashmirilal Powder,5bc87ae10d298a283c2974e9,5bc87ae10d298a283c2974eb,100 Gms,Provisions,Masala & Spices
Thick Avlakki / Poha,5c135bab6994164bc9faf5cc,5c135bab6994164bc9faf5cd,1 Kg,Provisions,Pulses
Britannia Marie Gold Biscuit,5bc87ae10d298a283c296fd8,5bc87ae10d298a283c296fda,200 Gms,Snacks & Frozen Food,Biscuit & Cookies
Britannia Jim Jam Treat Biscuit,5c6d5ecda6ad42274c520c06,5c6d5ecda6ad42274c520c07,100 Gms,Snacks & Frozen Food,Biscuit & Cookies
Cornitos Sizzling Jalapeno Nacho Crisps,5bd2cef973cdab713587558f,5bd2cef973cdab7135875590,150 Gms,Snacks & Frozen Food,Chips & Crisps
American Sweet Corn,5c1212056d62156290e94bec,5c1212056d62156290e94bee,1 Pc,Fresh Vegetables,"Peas, Corn, Mushrooms"
Lays India's Magic Masala Chips,5d27178c9e1975027f8eaaca,5d27178c9e1975027f8eaacb,90 Gms,Snacks & Frozen Food,Chips & Crisps
Oranges,5c6e7d63019ca52990d5b9b5,5c6e7d63019ca52990d5b9b6,1 Kg,Fresh Fruits,"Oranges, Mosambi"
Mother Dairy Tadka Chach,5bf85868269a0f1dd3c37644,5bf85868269a0f1dd3c37645,400 Ml,Breakfast & Dairy,Dairy
Mushroom,5c235baa053cdb286aaa826a,5c82bf893a351d6d84b7a854,500 Gms,Fresh Vegetables,"Peas, Corn, Mushrooms"
Bitter Gourd,5c0e70078d92d07fdfc247a8,5c0e70078d92d07fdfc247a9,1 Kg,Fresh Vegetables,"Gourds, Pumpkins, Drumsticks"
Aashirvaad Atta,5c2638fbbbc7ac725f291d21,5c2638fbbbc7ac725f291d23,1 Kg,Provisions,Atta & Flour
Amul Masti Dahi,5d1084c6c9e8386c3c5188a0,5d1084c6c9e8386c3c5188a2,400 Gms,Breakfast & Dairy,Dairy
Fenugreek Leaves / Menthya Greens,5c6e7d63019ca52990d5b9b9,5d6e093f4fce012c1d0fea63,250 Gms,Fresh Herbs and Seasoning,Indian Herbs
Kellogg's Chocos,5bc87ae20d298a283c2978ef,5bc87ae20d298a283c2978f1,375 Gms,Breakfast & Dairy,"Cereals, Oats & Muesli"
Kwality Anytime Creamy Bread Roll,5dba9633a815fb646eab4923,5dba9633a815fb646eab4924,60 Gms,Breakfast & Dairy,Bread & Buns
Hatsun Curd Cup,5c282c2ff7e98871f4f8bddb,5c282c2ff7e98871f4f8bddc,400 Gms,Breakfast & Dairy,Dairy
Parle-G Original Gluco Biscuits,5bc87ae20d298a283c297fd3,5bc87ae20d298a283c297fd4,140 Gms,Snacks & Frozen Food,Biscuit & Cookies
Kiwi,5d40335347ddec28ec563803,5d40335347ddec28ec563804,3 Pcs,Fresh Fruits,Exotic Fruits
Orange - Nagpur,5bd323493cd51519e935400c,5bd323493cd51519e935400e,500 Gms,Fresh Fruits,"Oranges, Mosambi"
Britannia Cheese Slices,5bc87ae10d298a283c296f97,5bc87ae10d298a283c296f98,200 Gms,Breakfast & Dairy,Dairy
Dabur Homemade Ginger Garlic Paste,5bc87ae10d298a283c297316,5bfbb76f7f2d4634fed2c14d,200 Gms,Provisions,Cooking Pastes
Palak Spinach,5c0e70078d92d07fdfc24829,5d726448cf86ff333fe731da,Half Bunch,Fresh Herbs and Seasoning,Indian Herbs
Pringles South African Style Peri Peri Flavour Potato Crisps,5bf7f86a5f45681d3831da24,5bf7f86a5f45681d3831da25,110 Gms,Snacks & Frozen Food,Chips & Crisps
Britannia 50 50 Maska Chaska Biscuits,5d27178a9e1975027f8ea78c,5d27178a9e1975027f8ea78e,50 Gms,Snacks & Frozen Food,Biscuit & Cookies
Basil Leaves,5c0e70078d92d07fdfc24794,5c6e4fd9019ca52990bb2ec3,100 Gms,Fresh Herbs and Seasoning,Indian Herbs
Britannia Bourbon Cream Biscuit,5bc87ae10d298a283c296f7f,5bc87ae10d298a283c296f82,150 Gms,Snacks & Frozen Food,Biscuit & Cookies
Pringles Potato Original Chips,5bc87ae20d298a283c2981c4,5bc87ae20d298a283c2981c5,110 Gms,Snacks & Frozen Food,Chips & Crisps
Golden Banana,5cdac13e8ebff75be21a828d,5e8d5ed74c6a7a53d231ed68,6 Pcs,Fresh Fruits,"Banana, Guava, Sapota"
Wai Wai Chicken Flavoured Instant Noodles,5bf85869269a0f1dd3c37cce,5c052a50ec065c6ab669fc7b,75 Gms,Instant Foods & Ready To Eat,Noodles & Pasta
Groundnut / Peanut - Local,5bd323493cd51519e93540aa,5bd323493cd51519e93540ab,500 Gms,Fresh Vegetables,Peas & Peanuts
Maggi 2 Minute Masala Noodles,5bc87ae20d298a283c297a56,5be938d23a40350e5cba4ccd,70 Gms,Best Sellers,Others
Fortune Kachi Ghani Pure Mustard Oil,5bc87ae10d298a283c2975ba,5c052a4fec065c6ab669f941,1 Ltr,Provisions,Oils & Ghee
Maggi Masala Noodles,5bd2cefa73cdab7135876598,5bd2cefa73cdab7135876599,280 Gms,Instant Foods & Ready To Eat,Noodles & Pasta
Peppy Tomato Discs,5bc87ae20d298a283c2980e6,5bc87ae20d298a283c2980e7,75 Gms,Snacks & Frozen Food,Chips & Crisps
Radish,5c0e70078d92d07fdfc2483f,5c0e70078d92d07fdfc24840,1 Kg,Fresh Vegetables,Root Vegetables
